Province,Year,Gender,Area_Type,Percentage
Nusa Tenggara Timur,2019,Male,Urban,37.92521861
Nusa Tenggara Timur,2019,Male,Rural,38.54513489
Nusa Tenggara Timur,2019,Male,Urban+Rural,38.39520243
Nusa Tenggara Timur,2019,Female,Urban,41.36251025
Nusa Tenggara Timur,2019,Female,Rural,42.65417784
Nusa Tenggara Timur,2019,Female,Urban+Rural,42.35274588
Nusa Tenggara Timur,2020,Male,Urban,33.18779869
Nusa Tenggara Timur,2020,Male,Rural,32.94668243
Nusa Tenggara Timur,2020,Male,Urban+Rural,33.00526151
Nusa Tenggara Timur,2020,Female,Urban,33.62280685
Nusa Tenggara Timur,2020,Female,Rural,36.52572437
Nusa Tenggara Timur,2020,Female,Urban+Rural,35.85015166
Nusa Tenggara Timur,2021,Male,Urban,25.304842
Nusa Tenggara Timur,2021,Male,Rural,29.13217767
Nusa Tenggara Timur,2021,Male,Urban+Rural,28.16152297
Nusa Tenggara Timur,2021,Female,Urban,29.19040461
Nusa Tenggara Timur,2021,Female,Rural,33.0124218
Nusa Tenggara Timur,2021,Female,Urban+Rural,32.08557902
Nusa Tenggara Timur,2022,Male,Urban,35.960595
Nusa Tenggara Timur,2022,Male,Rural,25.63163473
Nusa Tenggara Timur,2022,Male,Urban+Rural,28.35477139
Nusa Tenggara Timur,2022,Female,Urban,42.57366783
Nusa Tenggara Timur,2022,Female,Rural,28.62649666
Nusa Tenggara Timur,2022,Female,Urban+Rural,32.25276468
Nusa Tenggara Timur,2023,Male,Urban,28.51765767
Nusa Tenggara Timur,2023,Male,Rural,29.31237753
Nusa Tenggara Timur,2023,Male,Urban+Rural,29.10294454
Nusa Tenggara Timur,2023,Female,Urban,30.66729678
Nusa Tenggara Timur,2023,Female,Rural,32.31479918
Nusa Tenggara Timur,2023,Female,Urban+Rural,31.89249872
Kalimantan Barat,2009,Male,Urban,29.19
Kalimantan Barat,2009,Male,Rural,33.31
Kalimantan Barat,2009,Male,Urban+Rural,32.15
Kalimantan Barat,2009,Female,Urban,31.3
Kalimantan Barat,2009,Female,Rural,34.86
Kalimantan Barat,2009,Female,Urban+Rural,33.88
Kalimantan Barat,2010,Male,Urban,32.49
Kalimantan Barat,2010,Male,Rural,33.86
Kalimantan Barat,2010,Male,Urban+Rural,33.46
Kalimantan Barat,2010,Female,Urban,34.05
Kalimantan Barat,2010,Female,Rural,35.94
Kalimantan Barat,2010,Female,Urban+Rural,35.36
Kalimantan Barat,2011,Male,Urban,24.82
Kalimantan Barat,2011,Male,Rural,26.44
Kalimantan Barat,2011,Male,Urban+Rural,25.96
Kalimantan Barat,2011,Female,Urban,30.45
Kalimantan Barat,2011,Female,Rural,27.8
Kalimantan Barat,2011,Female,Urban+Rural,29.64
Kalimantan Barat,2012,Male,Urban,24.43
Kalimantan Barat,2012,Male,Rural,23.48
Kalimantan Barat,2012,Male,Urban+Rural,23.77
Kalimantan Barat,2012,Female,Urban,27.28
Kalimantan Barat,2012,Female,Rural,27.45
Kalimantan Barat,2012,Female,Urban+Rural,27.4
Kalimantan Barat,2013,Male,Urban,21.93649487
Kalimantan Barat,2013,Male,Rural,23.55372673
Kalimantan Barat,2013,Male,Urban+Rural,23.06905176
Kalimantan Barat,2013,Female,Urban,25.25074216
Kalimantan Barat,2013,Female,Rural,26.34614244
Kalimantan Barat,2013,Female,Urban+Rural,26.00700744
Kalimantan Barat,2014,Male,Urban,25.47274165
Kalimantan Barat,2014,Male,Rural,24.9064357
Kalimantan Barat,2014,Male,Urban+Rural,25.07620862
Kalimantan Barat,2014,Female,Urban,26.90489898
Kalimantan Barat,2014,Female,Rural,28.55281541
Kalimantan Barat,2014,Female,Urban+Rural,28.04230786
Kalimantan Barat,2015,Male,Urban,24.29490981
Kalimantan Barat,2015,Male,Rural,24.11674933
Kalimantan Barat,2015,Male,Urban+Rural,24.17025061
Kalimantan Barat,2015,Female,Urban,29.05612336
Kalimantan Barat,2015,Female,Rural,26.26099133
Kalimantan Barat,2015,Female,Urban+Rural,27.1301853
Kalimantan Barat,2016,Male,Urban,22.87561601
Kalimantan Barat,2016,Male,Rural,24.2330413
Kalimantan Barat,2016,Male,Urban+Rural,23.81547451
Kalimantan Barat,2016,Female,Urban,26.31839098
Kalimantan Barat,2016,Female,Rural,25.97632328
Kalimantan Barat,2016,Female,Urban+Rural,26.08546169
Kalimantan Barat,2017,Male,Urban,21.89890486
Kalimantan Barat,2017,Male,Rural,24.43297144
Kalimantan Barat,2017,Male,Urban+Rural,23.64196377
Kalimantan Barat,2017,Female,Urban,24.35462382
Kalimantan Barat,2017,Female,Rural,25.88609689
Kalimantan Barat,2017,Female,Urban+Rural,25.39207047
Kalimantan Barat,2018,Male,Urban,25.26293521
Kalimantan Barat,2018,Male,Rural,28.4269518
Kalimantan Barat,2018,Male,Urban+Rural,27.37507832
Kalimantan Barat,2018,Female,Urban,28.8636211
Kalimantan Barat,2018,Female,Rural,30.65444765
Kalimantan Barat,2018,Female,Urban+Rural,30.04106156
Kalimantan Barat,2019,Male,Urban,24.50953088
Kalimantan Barat,2019,Male,Rural,27.3885329
Kalimantan Barat,2019,Male,Urban+Rural,26.36936057
Kalimantan Barat,2019,Female,Urban,27.98271444
Kalimantan Barat,2019,Female,Rural,29.09368907
Kalimantan Barat,2019,Female,Urban+Rural,28.70725876
Kalimantan Barat,2020,Male,Urban,20.76232124
Kalimantan Barat,2020,Male,Rural,26.23438932
Kalimantan Barat,2020,Male,Urban+Rural,24.29702318
Kalimantan Barat,2020,Female,Urban,23.27646594
Kalimantan Barat,2020,Female,Rural,29.64640885
Kalimantan Barat,2020,Female,Urban+Rural,27.42849296
Kalimantan Barat,2021,Male,Urban,18.30740128
Kalimantan Barat,2021,Male,Rural,20.73830229
Kalimantan Barat,2021,Male,Urban+Rural,19.85566424
Kalimantan Barat,2021,Female,Urban,22.13132388
Kalimantan Barat,2021,Female,Rural,23.2151534
Kalimantan Barat,2021,Female,Urban+Rural,22.82645857
Kalimantan Barat,2022,Male,Urban,15.51747477
Kalimantan Barat,2022,Male,Rural,28.98767734
Kalimantan Barat,2022,Male,Urban+Rural,24.14641293
Kalimantan Barat,2022,Female,Urban,17.26201137
Kalimantan Barat,2022,Female,Rural,31.84882351
Kalimantan Barat,2022,Female,Urban+Rural,26.30232864
Kalimantan Barat,2023,Male,Urban,24.78339358
Kalimantan Barat,2023,Male,Rural,25.04469179
Kalimantan Barat,2023,Male,Urban+Rural,24.94897369
Kalimantan Barat,2023,Female,Urban,27.29373104
Kalimantan Barat,2023,Female,Rural,27.7721444
Kalimantan Barat,2023,Female,Urban+Rural,27.58940702
Kalimantan Tengah,2009,Male,Urban,26.74
Kalimantan Tengah,2009,Male,Rural,27.79
Kalimantan Tengah,2009,Male,Urban+Rural,27.43
Kalimantan Tengah,2009,Female,Urban,27.44
Kalimantan Tengah,2009,Female,Rural,29.31
Kalimantan Tengah,2009,Female,Urban+Rural,28.67
Kalimantan Tengah,2010,Male,Urban,30.38
Kalimantan Tengah,2010,Male,Rural,30.91
Kalimantan Tengah,2010,Male,Urban+Rural,30.74
Kalimantan Tengah,2010,Female,Urban,30.31
Kalimantan Tengah,2010,Female,Rural,31.88
Kalimantan Tengah,2010,Female,Urban+Rural,31.34
Kalimantan Tengah,2011,Male,Urban,25.46
Kalimantan Tengah,2011,Male,Rural,25.78
Kalimantan Tengah,2011,Male,Urban+Rural,25.67
Kalimantan Tengah,2011,Female,Urban,26.88
Kalimantan Tengah,2011,Female,Rural,26.28
Kalimantan Tengah,2011,Female,Urban+Rural,26.67
Kalimantan Tengah,2012,Male,Urban,25.68
Kalimantan Tengah,2012,Male,Rural,22.7
Kalimantan Tengah,2012,Male,Urban+Rural,23.69
Kalimantan Tengah,2012,Female,Urban,28.45
Kalimantan Tengah,2012,Female,Rural,25.39
Kalimantan Tengah,2012,Female,Urban+Rural,26.43
Kalimantan Tengah,2013,Male,Urban,21.51054613
Kalimantan Tengah,2013,Male,Rural,24.4145658
Kalimantan Tengah,2013,Male,Urban+Rural,23.45022403
Kalimantan Tengah,2013,Female,Urban,20.94245059
Kalimantan Tengah,2013,Female,Rural,26.17969087
Kalimantan Tengah,2013,Female,Urban+Rural,24.38372585
Kalimantan Tengah,2014,Male,Urban,25.00528264
Kalimantan Tengah,2014,Male,Rural,26.99018131
Kalimantan Tengah,2014,Male,Urban+Rural,26.32760919
Kalimantan Tengah,2014,Female,Urban,26.67881821
Kalimantan Tengah,2014,Female,Rural,26.92782384
Kalimantan Tengah,2014,Female,Urban+Rural,26.84194804
Kalimantan Tengah,2015,Male,Urban,25.43859214
Kalimantan Tengah,2015,Male,Rural,23.47530444
Kalimantan Tengah,2015,Male,Urban+Rural,24.13583289
Kalimantan Tengah,2015,Female,Urban,27.1669208
Kalimantan Tengah,2015,Female,Rural,26.53469405
Kalimantan Tengah,2015,Female,Urban+Rural,26.75475656
Kalimantan Tengah,2016,Male,Urban,26.10010856
Kalimantan Tengah,2016,Male,Rural,23.46964835
Kalimantan Tengah,2016,Male,Urban+Rural,24.37954353
Kalimantan Tengah,2016,Female,Urban,27.91036898
Kalimantan Tengah,2016,Female,Rural,25.97226664
Kalimantan Tengah,2016,Female,Urban+Rural,26.66821279
Kalimantan Tengah,2017,Male,Urban,26.4784143
Kalimantan Tengah,2017,Male,Rural,23.73438698
Kalimantan Tengah,2017,Male,Urban+Rural,24.70820985
Kalimantan Tengah,2017,Female,Urban,28.6513832
Kalimantan Tengah,2017,Female,Rural,25.71792641
Kalimantan Tengah,2017,Female,Urban+Rural,26.79181744
Kalimantan Tengah,2018,Male,Urban,26.7117009
Kalimantan Tengah,2018,Male,Rural,26.64456588
Kalimantan Tengah,2018,Male,Urban+Rural,26.67006864
Kalimantan Tengah,2018,Female,Urban,28.74904811
Kalimantan Tengah,2018,Female,Rural,30.49674908
Kalimantan Tengah,2018,Female,Urban+Rural,29.81231606
Kalimantan Tengah,2019,Male,Urban,27.21260169
Kalimantan Tengah,2019,Male,Rural,24.9624771
Kalimantan Tengah,2019,Male,Urban+Rural,25.87879966
Kalimantan Tengah,2019,Female,Urban,30.6061097
Kalimantan Tengah,2019,Female,Rural,27.14354627
Kalimantan Tengah,2019,Female,Urban+Rural,28.51512439
Kalimantan Tengah,2020,Male,Urban,26.29316741
Kalimantan Tengah,2020,Male,Rural,23.79979753
Kalimantan Tengah,2020,Male,Urban+Rural,24.81557236
Kalimantan Tengah,2020,Female,Urban,30.62525404
Kalimantan Tengah,2020,Female,Rural,26.63103574
Kalimantan Tengah,2020,Female,Urban+Rural,28.21924349
Kalimantan Tengah,2021,Male,Urban,26.60667594
Kalimantan Tengah,2021,Male,Rural,19.1926313
Kalimantan Tengah,2021,Male,Urban+Rural,22.28622954
Kalimantan Tengah,2021,Female,Urban,27.31989398
Kalimantan Tengah,2021,Female,Rural,19.79847471
Kalimantan Tengah,2021,Female,Urban+Rural,22.87765002
Kalimantan Tengah,2022,Male,Urban,20.59719026
Kalimantan Tengah,2022,Male,Rural,24.67569368
Kalimantan Tengah,2022,Male,Urban+Rural,22.99997248
Kalimantan Tengah,2022,Female,Urban,23.94550879
Kalimantan Tengah,2022,Female,Rural,27.73834967
Kalimantan Tengah,2022,Female,Urban+Rural,26.10265938
Kalimantan Tengah,2023,Male,Urban,23.40725073
Kalimantan Tengah,2023,Male,Rural,20.80135789
Kalimantan Tengah,2023,Male,Urban+Rural,21.8977032
Kalimantan Tengah,2023,Female,Urban,25.8125307
Kalimantan Tengah,2023,Female,Rural,23.61176146
Kalimantan Tengah,2023,Female,Urban+Rural,24.57696219
Kalimantan Selatan,2009,Male,Urban,41.83
Kalimantan Selatan,2009,Male,Rural,41.48
Kalimantan Selatan,2009,Male,Urban+Rural,41.62
Kalimantan Selatan,2009,Female,Urban,44.08
Kalimantan Selatan,2009,Female,Rural,42.92
Kalimantan Selatan,2009,Female,Urban+Rural,43.4
Kalimantan Selatan,2010,Male,Urban,35.2
Kalimantan Selatan,2010,Male,Rural,36.15
Kalimantan Selatan,2010,Male,Urban+Rural,35.75
Kalimantan Selatan,2010,Female,Urban,36.52
Kalimantan Selatan,2010,Female,Rural,39.08
Kalimantan Selatan,2010,Female,Urban+Rural,38
Kalimantan Selatan,2011,Male,Urban,32.77
Kalimantan Selatan,2011,Male,Rural,33.71
Kalimantan Selatan,2011,Male,Urban+Rural,33.32
Kalimantan Selatan,2011,Female,Urban,34.84
Kalimantan Selatan,2011,Female,Rural,35.34
Kalimantan Selatan,2011,Female,Urban+Rural,35.05
Kalimantan Selatan,2012,Male,Urban,32.34
Kalimantan Selatan,2012,Male,Rural,32.21
Kalimantan Selatan,2012,Male,Urban+Rural,32.27
Kalimantan Selatan,2012,Female,Urban,35.34
Kalimantan Selatan,2012,Female,Rural,34.61
Kalimantan Selatan,2012,Female,Urban+Rural,34.92
Kalimantan Selatan,2013,Male,Urban,31.93629273
Kalimantan Selatan,2013,Male,Rural,33.73744781
Kalimantan Selatan,2013,Male,Urban+Rural,32.97729189
Kalimantan Selatan,2013,Female,Urban,31.85943667
Kalimantan Selatan,2013,Female,Rural,35.13601642
Kalimantan Selatan,2013,Female,Urban+Rural,33.75448467
Kalimantan Selatan,2014,Male,Urban,32.73006122
Kalimantan Selatan,2014,Male,Rural,34.94773596
Kalimantan Selatan,2014,Male,Urban+Rural,34.01067461
Kalimantan Selatan,2014,Female,Urban,34.47052337
Kalimantan Selatan,2014,Female,Rural,36.39860156
Kalimantan Selatan,2014,Female,Urban+Rural,35.58488094
Kalimantan Selatan,2015,Male,Urban,37.15382562
Kalimantan Selatan,2015,Male,Rural,38.98673833
Kalimantan Selatan,2015,Male,Urban+Rural,38.20946262
Kalimantan Selatan,2015,Female,Urban,40.55018338
Kalimantan Selatan,2015,Female,Rural,40.22213692
Kalimantan Selatan,2015,Female,Urban+Rural,40.36106919
Kalimantan Selatan,2016,Male,Urban,32.59781329
Kalimantan Selatan,2016,Male,Rural,33.02618617
Kalimantan Selatan,2016,Male,Urban+Rural,32.84050858
Kalimantan Selatan,2016,Female,Urban,36.49646117
Kalimantan Selatan,2016,Female,Rural,35.44987755
Kalimantan Selatan,2016,Female,Urban+Rural,35.90326381
Kalimantan Selatan,2017,Male,Urban,33.85820822
Kalimantan Selatan,2017,Male,Rural,30.58527537
Kalimantan Selatan,2017,Male,Urban+Rural,32.02950919
Kalimantan Selatan,2017,Female,Urban,37.57767254
Kalimantan Selatan,2017,Female,Rural,32.81131497
Kalimantan Selatan,2017,Female,Urban+Rural,34.91357118
Kalimantan Selatan,2018,Male,Urban,30.58016441
Kalimantan Selatan,2018,Male,Rural,31.95994401
Kalimantan Selatan,2018,Male,Urban+Rural,31.31664634
Kalimantan Selatan,2018,Female,Urban,34.66215697
Kalimantan Selatan,2018,Female,Rural,35.76456174
Kalimantan Selatan,2018,Female,Urban+Rural,35.2517552
Kalimantan Selatan,2019,Male,Urban,32.70809587
Kalimantan Selatan,2019,Male,Rural,33.25254287
Kalimantan Selatan,2019,Male,Urban+Rural,32.99243118
Kalimantan Selatan,2019,Female,Urban,36.72166128
Kalimantan Selatan,2019,Female,Rural,37.64533013
Kalimantan Selatan,2019,Female,Urban+Rural,37.21406133
Kalimantan Selatan,2020,Male,Urban,31.90200495
Kalimantan Selatan,2020,Male,Rural,33.77030432
Kalimantan Selatan,2020,Male,Urban+Rural,32.87786953
Kalimantan Selatan,2020,Female,Urban,36.71228139
Kalimantan Selatan,2020,Female,Rural,37.14257997
Kalimantan Selatan,2020,Female,Urban+Rural,36.94137711
Kalimantan Selatan,2021,Male,Urban,31.21252323
Kalimantan Selatan,2021,Male,Rural,29.50256179
Kalimantan Selatan,2021,Male,Urban+Rural,30.33949097
Kalimantan Selatan,2021,Female,Urban,35.12338409
Kalimantan Selatan,2021,Female,Rural,32.44573606
Kalimantan Selatan,2021,Female,Urban+Rural,33.72582121
Kalimantan Selatan,2022,Male,Urban,23.47767413
Kalimantan Selatan,2022,Male,Rural,33.81622732
Kalimantan Selatan,2022,Male,Urban+Rural,28.75857987
Kalimantan Selatan,2022,Female,Urban,29.63778735
Kalimantan Selatan,2022,Female,Rural,38.83524052
Kalimantan Selatan,2022,Female,Urban+Rural,34.30670319
Kalimantan Selatan,2023,Male,Urban,23.71813118
Kalimantan Selatan,2023,Male,Rural,28.42901055
Kalimantan Selatan,2023,Male,Urban+Rural,26.09602915
Kalimantan Selatan,2023,Female,Urban,27.41581329
Kalimantan Selatan,2023,Female,Rural,31.42205606
Kalimantan Selatan,2023,Female,Urban+Rural,29.43170422
Kalimantan Timur,2009,Male,Urban,28.42
Kalimantan Timur,2009,Male,Rural,27.21
Kalimantan Timur,2009,Male,Urban+Rural,27.96
Kalimantan Timur,2009,Female,Urban,30.05
Kalimantan Timur,2009,Female,Rural,29.54
Kalimantan Timur,2009,Female,Urban+Rural,29.86
Kalimantan Timur,2010,Male,Urban,31.49
Kalimantan Timur,2010,Male,Rural,25.9
Kalimantan Timur,2010,Male,Urban+Rural,29.34
Kalimantan Timur,2010,Female,Urban,33.89
Kalimantan Timur,2010,Female,Rural,27.16
Kalimantan Timur,2010,Female,Urban+Rural,31.38
Kalimantan Timur,2011,Male,Urban,20.95
Kalimantan Timur,2011,Male,Rural,23.56
Kalimantan Timur,2011,Male,Urban+Rural,21.96
Kalimantan Timur,2011,Female,Urban,25.28
Kalimantan Timur,2011,Female,Rural,21.68
Kalimantan Timur,2011,Female,Urban+Rural,23.01
Kalimantan Timur,2012,Male,Urban,22.09
Kalimantan Timur,2012,Male,Rural,20.78
Kalimantan Timur,2012,Male,Urban+Rural,21.58
Kalimantan Timur,2012,Female,Urban,23.67
Kalimantan Timur,2012,Female,Rural,22.31
Kalimantan Timur,2012,Female,Urban+Rural,23.16
Kalimantan Timur,2013,Male,Urban,17.42705031
Kalimantan Timur,2013,Male,Rural,20.86625339
Kalimantan Timur,2013,Male,Urban+Rural,18.75685456
Kalimantan Timur,2013,Female,Urban,17.33632022
Kalimantan Timur,2013,Female,Rural,22.95298893
Kalimantan Timur,2013,Female,Urban+Rural,19.45106974
Kalimantan Timur,2014,Male,Urban,20.32190848
Kalimantan Timur,2014,Male,Rural,20.77537112
Kalimantan Timur,2014,Male,Urban+Rural,20.49726993
Kalimantan Timur,2014,Female,Urban,21.28196586
Kalimantan Timur,2014,Female,Rural,23.24909525
Kalimantan Timur,2014,Female,Urban+Rural,22.02145264
Kalimantan Timur,2015,Male,Urban,19.92744552
Kalimantan Timur,2015,Male,Rural,22.18739052
Kalimantan Timur,2015,Male,Urban+Rural,20.77686897
Kalimantan Timur,2015,Female,Urban,22.1564535
Kalimantan Timur,2015,Female,Rural,25.30340602
Kalimantan Timur,2015,Female,Urban+Rural,23.30238051
Kalimantan Timur,2016,Male,Urban,21.77615862
Kalimantan Timur,2016,Male,Rural,19.71742284
Kalimantan Timur,2016,Male,Urban+Rural,21.02587508
Kalimantan Timur,2016,Female,Urban,22.8356747
Kalimantan Timur,2016,Female,Rural,22.05529447
Kalimantan Timur,2016,Female,Urban+Rural,22.56379323
Kalimantan Timur,2017,Male,Urban,24.45912195
Kalimantan Timur,2017,Male,Rural,20.65851427
Kalimantan Timur,2017,Male,Urban+Rural,23.15856089
Kalimantan Timur,2017,Female,Urban,27.01852471
Kalimantan Timur,2017,Female,Rural,20.2450684
Kalimantan Timur,2017,Female,Urban+Rural,24.76544788
Kalimantan Timur,2018,Male,Urban,27.00244916
Kalimantan Timur,2018,Male,Rural,24.40132532
Kalimantan Timur,2018,Male,Urban+Rural,26.12714824
Kalimantan Timur,2018,Female,Urban,31.3386807
Kalimantan Timur,2018,Female,Rural,26.19728395
Kalimantan Timur,2018,Female,Urban+Rural,29.66171712
Kalimantan Timur,2019,Male,Urban,26.4103609
Kalimantan Timur,2019,Male,Rural,21.68313848
Kalimantan Timur,2019,Male,Urban+Rural,24.88101262
Kalimantan Timur,2019,Female,Urban,31.8648942
Kalimantan Timur,2019,Female,Rural,25.90973316
Kalimantan Timur,2019,Female,Urban+Rural,29.91341788
Kalimantan Timur,2020,Male,Urban,22.30544394
Kalimantan Timur,2020,Male,Rural,19.88756041
Kalimantan Timur,2020,Male,Urban+Rural,21.52292678
Kalimantan Timur,2020,Female,Urban,25.30642175
Kalimantan Timur,2020,Female,Rural,20.99337053
Kalimantan Timur,2020,Female,Urban+Rural,23.88992078
Kalimantan Timur,2021,Male,Urban,24.04358741
Kalimantan Timur,2021,Male,Rural,13.73312942
Kalimantan Timur,2021,Male,Urban+Rural,20.81904119
Kalimantan Timur,2021,Female,Urban,24.95537098
Kalimantan Timur,2021,Female,Rural,15.07379675
Kalimantan Timur,2021,Female,Urban+Rural,21.84800052
Kalimantan Timur,2022,Male,Urban,22.07536823
Kalimantan Timur,2022,Male,Rural,30.18968122
Kalimantan Timur,2022,Male,Urban+Rural,24.66784332
Kalimantan Timur,2022,Female,Urban,26.049637830000002
Kalimantan Timur,2022,Female,Rural,35.21896917
Kalimantan Timur,2022,Female,Urban+Rural,28.77796543
Kalimantan Timur,2023,Male,Urban,22.41652193
Kalimantan Timur,2023,Male,Rural,22.00099028
Kalimantan Timur,2023,Male,Urban+Rural,22.28391662
Kalimantan Timur,2023,Female,Urban,25.472978350000002
Kalimantan Timur,2023,Female,Rural,23.43186624
Kalimantan Timur,2023,Female,Urban+Rural,24.86286798
Kalimantan Utara,2009,Male,Urban,NA
Kalimantan Utara,2009,Male,Rural,NA
Kalimantan Utara,2009,Male,Urban+Rural,NA
Kalimantan Utara,2009,Female,Urban,NA
Kalimantan Utara,2009,Female,Rural,NA
Kalimantan Utara,2009,Female,Urban+Rural,NA
Kalimantan Utara,2010,Male,Urban,NA
Kalimantan Utara,2010,Male,Rural,NA
Kalimantan Utara,2010,Male,Urban+Rural,NA
Kalimantan Utara,2010,Female,Urban,NA
Kalimantan Utara,2010,Female,Rural,NA
Kalimantan Utara,2010,Female,Urban+Rural,NA
Kalimantan Utara,2011,Male,Urban,NA
Kalimantan Utara,2011,Male,Rural,NA
Kalimantan Utara,2011,Male,Urban+Rural,NA
Kalimantan Utara,2011,Female,Urban,NA
Kalimantan Utara,2011,Female,Rural,NA
Kalimantan Utara,2011,Female,Urban+Rural,NA
Kalimantan Utara,2012,Male,Urban,NA
Kalimantan Utara,2012,Male,Rural,NA
Kalimantan Utara,2012,Male,Urban+Rural,NA
Kalimantan Utara,2012,Female,Urban,NA
Kalimantan Utara,2012,Female,Rural,NA
Kalimantan Utara,2012,Female,Urban+Rural,NA
Kalimantan Utara,2013,Male,Urban,NA
Kalimantan Utara,2013,Male,Rural,NA
Kalimantan Utara,2013,Male,Urban+Rural,NA
Kalimantan Utara,2013,Female,Urban,NA
Kalimantan Utara,2013,Female,Rural,NA
Kalimantan Utara,2013,Female,Urban+Rural,NA
Kalimantan Utara,2014,Male,Urban,NA
Kalimantan Utara,2014,Male,Rural,NA
Kalimantan Utara,2014,Male,Urban+Rural,NA
Kalimantan Utara,2014,Female,Urban,NA
Kalimantan Utara,2014,Female,Rural,NA
Kalimantan Utara,2014,Female,Urban+Rural,NA
Kalimantan Utara,2015,Male,Urban,19.88917102
Kalimantan Utara,2015,Male,Rural,25.72287968
Kalimantan Utara,2015,Male,Urban+Rural,22.50147155
Kalimantan Utara,2015,Female,Urban,23.630039
Kalimantan Utara,2015,Female,Rural,26.6738183
Kalimantan Utara,2015,Female,Urban+Rural,24.94882422
Kalimantan Utara,2016,Male,Urban,20.63967084
Kalimantan Utara,2016,Male,Rural,21.43058705
Kalimantan Utara,2016,Male,Urban+Rural,20.98654409
Kalimantan Utara,2016,Female,Urban,23.9656795
Kalimantan Utara,2016,Female,Rural,23.96388691
Kalimantan Utara,2016,Female,Urban+Rural,23.96492469
Kalimantan Utara,2017,Male,Urban,25.98004508
Kalimantan Utara,2017,Male,Rural,30.30068452
Kalimantan Utara,2017,Male,Urban+Rural,27.84152605
Kalimantan Utara,2017,Female,Urban,28.09671051
Kalimantan Utara,2017,Female,Rural,30.36208857
Kalimantan Utara,2017,Female,Urban+Rural,29.04970646
Kalimantan Utara,2018,Male,Urban,26.84194506
Kalimantan Utara,2018,Male,Rural,32.6549159
Kalimantan Utara,2018,Male,Urban+Rural,29.30459554
Kalimantan Utara,2018,Female,Urban,31.17333236
Kalimantan Utara,2018,Female,Rural,35.85193487
Kalimantan Utara,2018,Female,Urban+Rural,33.10581416
Kalimantan Utara,2019,Male,Urban,26.53362738
Kalimantan Utara,2019,Male,Rural,25.97212148
Kalimantan Utara,2019,Male,Urban+Rural,26.30777725
Kalimantan Utara,2019,Female,Urban,29.29057659
Kalimantan Utara,2019,Female,Rural,30.01171518
Kalimantan Utara,2019,Female,Urban+Rural,29.56247504
Kalimantan Utara,2020,Male,Urban,26.01975033
Kalimantan Utara,2020,Male,Rural,20.64139473
Kalimantan Utara,2020,Male,Urban+Rural,23.92633466
Kalimantan Utara,2020,Female,Urban,29.25436227
Kalimantan Utara,2020,Female,Rural,27.15416012
Kalimantan Utara,2020,Female,Urban+Rural,28.41383978
Kalimantan Utara,2021,Male,Urban,28.70883296
Kalimantan Utara,2021,Male,Rural,18.20704554
Kalimantan Utara,2021,Male,Urban+Rural,24.76209293
Kalimantan Utara,2021,Female,Urban,29.33324793
Kalimantan Utara,2021,Female,Rural,19.83563823
Kalimantan Utara,2021,Female,Urban+Rural,25.64676237
Kalimantan Utara,2022,Male,Urban,33.36568397
Kalimantan Utara,2022,Male,Rural,36.84536155
Kalimantan Utara,2022,Male,Urban+Rural,34.65585098
Kalimantan Utara,2022,Female,Urban,35.50328126
Kalimantan Utara,2022,Female,Rural,38.4763012
Kalimantan Utara,2022,Female,Urban+Rural,36.53199398
Kalimantan Utara,2023,Male,Urban,22.70072419
Kalimantan Utara,2023,Male,Rural,23.2931374
Kalimantan Utara,2023,Male,Urban+Rural,22.91888828
Kalimantan Utara,2023,Female,Urban,22.74464078
Kalimantan Utara,2023,Female,Rural,26.25854288
Kalimantan Utara,2023,Female,Urban+Rural,23.95779863
Sulawesi Utara,2009,Male,Urban,33.83
Sulawesi Utara,2009,Male,Rural,36.46
Sulawesi Utara,2009,Male,Urban+Rural,35.34
Sulawesi Utara,2009,Female,Urban,35.23
Sulawesi Utara,2009,Female,Rural,37.02
Sulawesi Utara,2009,Female,Urban+Rural,36.23
Sulawesi Utara,2010,Male,Urban,30.13
Sulawesi Utara,2010,Male,Rural,33.99
Sulawesi Utara,2010,Male,Urban+Rural,32.26
Sulawesi Utara,2010,Female,Urban,31.16
Sulawesi Utara,2010,Female,Rural,34.24
Sulawesi Utara,2010,Female,Urban+Rural,32.84
Sulawesi Utara,2011,Male,Urban,22.13
Sulawesi Utara,2011,Male,Rural,30
Sulawesi Utara,2011,Male,Urban+Rural,26.51
Sulawesi Utara,2011,Female,Urban,28.64
Sulawesi Utara,2011,Female,Rural,21.98
Sulawesi Utara,2011,Female,Urban+Rural,25.57
Sulawesi Utara,2012,Male,Urban,26.87
Sulawesi Utara,2012,Male,Rural,27.7
Sulawesi Utara,2012,Male,Urban+Rural,27.33
Sulawesi Utara,2012,Female,Urban,28.34
Sulawesi Utara,2012,Female,Rural,28.94
Sulawesi Utara,2012,Female,Urban+Rural,28.67
Sulawesi Utara,2013,Male,Urban,20.95376057
Sulawesi Utara,2013,Male,Rural,25.83393313
Sulawesi Utara,2013,Male,Urban+Rural,23.65637272
Sulawesi Utara,2013,Female,Urban,20.80171656
Sulawesi Utara,2013,Female,Rural,27.08145407
Sulawesi Utara,2013,Female,Urban+Rural,24.21656547
Sulawesi Utara,2014,Male,Urban,23.19612091
Sulawesi Utara,2014,Male,Rural,28.7067602
Sulawesi Utara,2014,Male,Urban+Rural,26.25087899
Sulawesi Utara,2014,Female,Urban,22.67066124
